,Datetime,M5,M15,M25,M35,M45,M55,M65,M75,M85,T5,T15,T25,T35,T45,T55,T65,T75,T85,S5,S15,S25,S35,S45,S55,S65,S75,S85,Radio,Sensor,Field,total,pct
0,4/25/2018 22:00:00,8.75779,6.74108,13.075660000000001,11.35238,7.73358,8.2634,8.84755,8.91623,11.45467,28.26349,25.93434,23.52052,22.17238,21.2577,21.42669,21.16408,21.13257,21.483710000000002,1131.37305,1241.9050300000001,918.5994300000001,889.9149199999999,1050.20605,1062.6059599999999,1108.70496,1240.078,1170.07397,ASR-8103,B3I3N2,N,55.923890000000014,9.320648333333335
1,4/25/2018 23:00:00,6.9401399999999995,13.0282,13.51675,11.33253,9.419780000000001,8.44228,11.05225,8.618780000000001,7.772689999999999,27.78448,26.02372,24.15392,22.33909,21.60541,21.29804,20.98245,21.167939999999998,20.650170000000003,1159.89099,1039.44495,979.57208,841.3964199999999,949.6754800000001,1008.58301,946.2108800000001,1087.78296,1149.12805,ASR-8108,B3I3N1,N,62.679680000000005,10.446613333333334
2,4/25/2018 23:30:00,9.84618,11.17715,13.83937,13.58115,8.21717,8.92662,9.16864,8.16445,7.39153,27.983420000000002,26.29423,23.87627,23.079060000000002,22.259539999999998,21.45158,21.57777,21.41805,21.22804,1067.52002,983.22589,1160.43201,1043.35706,1023.6550300000001,939.61542,964.76233,1087.47095,1146.75403,ASR-8111,B4I3N3,N,65.58764000000001,10.931273333333333
3,4/25/2018 23:00:00,8.49685,7.643160000000001,11.80816,11.88367,18.73519,10.75112,7.53885,7.594130000000001,7.81452,28.54243,26.927429999999998,24.91704,22.6713,21.911089999999998,21.344620000000003,21.2422,21.39526,21.56309,1042.03699,1076.67102,1085.38,1265.245,1227.59595,1197.67505,1529.6500199999998,1513.203,1237.76404,ASR-8112,B2I3N2,N,69.31815,11.553025
4,4/25/2018 20:00:00,7.1878,11.17414,12.900960000000001,10.57806,10.380989999999999,10.08863,7.313969999999999,6.91971,7.14698,28.350929999999998,25.205289999999998,22.46505,21.69675,20.86864,21.275479999999998,21.628120000000003,21.1359,20.95601,1085.13306,917.3942300000001,1056.302,1059.43896,1090.797,1037.2979699999999,1181.67004,1147.49194,1115.13904,ASR-8117,B3I3N3,N,62.31058,10.385096666666668
5,4/25/2018 23:30:00,10.762260000000001,10.4682,7.35895,7.999630000000001,7.435569999999999,7.704339999999999,7.64235,6.14804,10.05322,25.43471,25.019389999999998,24.69866,23.042089999999998,22.18411,21.85314,21.80491,21.27921,21.31009,933.2487199999999,903.82703,957.80713,977.56158,931.99689,943.7058099999999,879.9249900000001,949.4168699999999,797.4715,ASR-8120,B4I3N3,S,51.728950000000005,8.621491666666667
6,4/25/2018 23:00:00,9.9946,13.29916,12.58135,14.57301,8.540610000000001,7.529730000000001,4.578469999999999,6.03859,8.17266,24.15229,24.32892,23.53206,22.42299,21.49155,21.09765,21.846629999999998,22.0431,21.6123,1046.02295,985.8172,900.9495199999999,875.4290800000001,937.0058,913.0288099999999,845.2357199999999,955.0020099999999,862.60651,ASR-8125,B2I3N2,S,66.51846,11.08641
7,4/25/2018 23:30:00,8.8229,6.45895,7.5274600000000005,7.64606,7.7201,6.9063,6.24947,6.19899,7.80399,24.52754,24.75774,23.616789999999998,22.69783,22.32873,21.560660000000002,21.20139,20.7684,21.29309,955.1492900000001,1056.18005,1039.55798,910.37952,879.53131,970.3076199999999,983.8812300000001,1082.9470199999998,1195.37402,ASR-8129,B3I3N2,S,45.081770000000006,7.513628333333335
8,4/25/2018 22:30:00,8.87068,14.464720000000002,6.9127,7.21555,4.42823,5.0433,3.4491099999999997,4.52264,6.14866,25.563570000000002,25.20355,24.38845,23.181070000000002,22.197210000000002,22.712770000000003,21.34851,21.22964,21.47032,,,,,,,,,,ASR-8130,B3I3N3,S,46.93518,7.8225299999999995
9,4/25/2018 21:00:00,7.46327,12.699710000000001,10.36861,10.64985,8.18653,8.34573,6.18952,6.69285,7.26507,30.35085,26.195970000000003,23.9462,22.8202,21.87027,21.96046,21.16553,21.24922,21.243489999999998,1081.19495,884.9589199999999,994.51672,901.99463,927.8703,912.6420300000001,1017.7239999999999,1088.08899,1039.5389400000001,ASR-8137,B4I3N1,N,57.7137,9.618950000000002
10,4/25/2018 23:30:00,8.97135,9.76492,11.00446,10.1089,9.8294,11.19776,9.84196,6.45728,8.78709,27.555359999999997,25.99932,24.425420000000003,23.19315,21.9719,21.31423,21.03004,21.178279999999997,21.10679,1052.22205,967.71283,1125.29895,1258.70703,1097.62305,986.02173,983.2238800000001,1130.99902,1019.7329699999999,ASR-8147,B2I3N1,N,60.87679,10.146131666666665
11,4/25/2018 21:30:00,14.43401,15.51425,10.319980000000001,10.238660000000001,8.66009,9.990860000000001,8.42002,5.69171,9.62122,25.25711,24.36761,22.77825,21.83116,21.177960000000002,20.966910000000002,21.63539,21.745929999999998,21.68897,965.4516,913.8048699999999,964.29431,903.27307,877.60278,866.6001,893.3167699999999,952.4594699999999,1002.90802,ASR-8154,B2I3N1,S,69.15785000000001,11.526308333333334
12,4/25/2018 22:00:00,8.91841,15.338529999999999,10.87009,9.69735,8.16536,9.71441,8.745389999999999,8.10721,9.62252,25.2306,24.77553,23.99427,22.2741,21.62888,21.468729999999997,21.5783,21.23923,21.665589999999998,1184.9000199999998,958.6915300000001,969.5037800000001,922.2395,890.15302,847.26312,1016.4650300000001,1287.776,1430.43506,ASR-8156,B2I3N3,S,62.70415,10.450691666666666
13,4/25/2018 23:30:00,9.684569999999999,8.627889999999999,10.99441,5.66057,5.59905,6.085719999999999,4.7888,5.45555,7.623419999999999,25.1108,25.37204,24.84954,23.018729999999998,22.1635,21.72762,21.42156,21.47672,21.195220000000003,966.13129,993.13531,831.5332,938.6015,928.8557099999999,909.95428,837.914,805.7730700000001,910.8653,ASR-8157,B4I3N1,S,46.65221,7.775368333333333
14,4/25/2018 23:30:00,6.66489,6.890639999999999,9.15467,8.432910000000001,8.4663,5.974019999999999,5.54887,4.32535,6.58568,27.39842,25.780170000000002,24.18845,22.91929,21.97121,21.102929999999997,21.78064,21.42134,20.95707,983.91309,1096.4470199999998,1038.35999,1030.67603,947.6641199999999,1023.2960199999999,1160.46899,1266.70105,1225.59399,ASR-8158,B2I3N3,N,45.58342999999999,7.597238333333332
15,4/25/2018 23:00:00,12.47603,9.00036,10.85885,7.15975,6.94269,8.953560000000001,6.36045,5.24418,10.3372,25.03252,24.6862,23.40126,22.89366,22.01803,22.26844,21.44465,20.89339,21.2643,889.85822,908.41718,885.6220699999999,927.39532,955.12323,839.30249,922.0708,1008.14001,852.7697800000001,ASR-8161,B4I3N2,S,55.39124,9.231873333333333
16,4/25/2018 21:30:00,7.627619999999999,10.28927,11.85074,8.82705,7.76956,7.21387,7.388310000000001,4.564369999999999,5.64189,28.82028,25.85662,23.36478,21.392970000000002,21.12406,20.49072,20.66205,20.8061,20.95884,1177.22998,1005.1560099999999,957.17072,987.7116699999999,951.75537,965.4906,938.7877800000001,1043.47705,1078.24194,ASR-8115,B4I3N2,N,53.578109999999995,8.929685
17,4/25/2018 23:30:00,5.79734,12.8787,10.20678,8.99633,7.1586,9.01545,5.8621099999999995,9.681339999999999,7.55817,27.3606,26.05883,23.73719,22.6879,21.77737,20.85383,21.37915,21.3201,21.29464,1328.87097,938.0831300000001,1016.37,938.6538699999999,1015.242,910.09692,1017.9699699999999,827.52667,962.9000199999999,ASR-8106,B2I3N5,N,54.053200000000004,9.008866666666668
18,4/25/2018 23:00:00,7.95689,8.73785,4.50663,7.101389999999999,7.834,7.05535,5.0624400000000005,5.66481,8.20769,24.79565,25.113210000000002,24.47946,23.516,22.525389999999998,22.08706,21.65423,21.56564,21.97254,1010.41901,960.0902699999999,1276.9000199999998,1051.10901,935.18359,936.4408,1099.42395,1282.6629599999999,1289.88696,ASR-8152,B4I3N5,S,43.19210999999999,7.198684999999999
19,4/25/2018 20:30:00,8.722430000000001,11.51282,11.460339999999999,9.4208,7.2348300000000005,11.03637,5.00303,7.01784,5.90943,28.15338,25.61305,23.11792,22.11382,21.77104,21.455370000000002,21.29562,21.2893,20.96821,1074.47205,941.9758300000001,950.2683099999999,990.3067,964.30792,801.9472,1028.62305,953.53131,952.0709800000001,ASR-8155,B3I3N5,S,59.387589999999996,9.897931666666667
20,4/25/2018 22:00:00,7.9003,12.53947,15.5498,8.78064,8.97632,9.37487,8.531189999999999,8.246739999999999,9.07768,29.61682,26.322709999999997,24.093870000000003,22.65759,21.75786,21.636589999999998,20.85052,20.51309,20.45778,1079.21497,1080.72205,1262.37195,1336.28503,1263.52405,1188.79395,1153.4129599999999,1251.58398,1258.78699,ASR-8159,B3I3N5,N,63.1214,10.520233333333334
