,Timestamp (UTC),M(mm)@5cm,M(mm)@15cm,M(mm)@25cm,M(mm)@35cm,M(mm)@45cm,M(mm)@55cm,M(mm)@65cm,M(mm)@75cm,M(mm)@85cm,T(C)@5cm,T(C)@15cm,T(C)@25cm,T(C)@35cm,T(C)@45cm,T(C)@55cm,T(C)@65cm,T(C)@75cm,T(C)@85cm,S(vic)@5cm,S(vic)@15cm,S(vic)@25cm,S(vic)@35cm,S(vic)@45cm,S(vic)@55cm,S(vic)@65cm,S(vic)@75cm,S(vic)@85cm,Radio,Sensor,Field,total,pct
0,4/25/2018 10:00:00,9.65996,7.70948,13.668029999999998,11.56733,7.849010000000001,8.31043,8.82498,8.86993,11.43847,19.077170000000002,20.9072,21.56426,21.79619,21.4422,21.64782,21.46932,21.331889999999998,21.50943,1039.54102,1196.677,911.91669,883.1099199999999,1048.203,1057.42896,1108.40906,1245.01099,1169.54102,ASR-8103,B3I3N2,N,42.6048,10.6512
1,4/25/2018 10:00:00,7.91374,14.34617,14.00399,11.48018,9.45627,8.467210000000001,11.05818,8.621780000000001,7.772689999999999,18.97941,20.49748,21.49111,21.3592,21.60541,21.50347,21.14072,21.34509,20.75541,1087.28296,1019.9359699999999,971.3676800000001,834.28479,948.2263199999999,1008.5999800000001,947.4119900000001,1087.13599,1149.28198,ASR-8108,B3I3N1,N,47.74408,11.93602
2,4/25/2018 7:30:00,10.91226,12.354510000000001,14.139560000000001,13.696029999999999,8.26937,8.947460000000001,9.18437,8.17549,7.39665,19.666539999999998,20.95037,21.25723,22.1647,22.34901,21.82124,21.9449,21.46414,21.312520000000003,996.6727300000001,945.7185099999999,1137.927,1034.02197,1017.1799900000001,937.59021,966.9581300000001,1088.22095,1145.8370400000001,ASR-8111,B4I3N3,N,51.102360000000004,12.775590000000001
3,4/25/2018 10:30:00,9.32514,8.48809,12.40611,11.99082,18.75613,10.753910000000001,7.521669999999999,7.56965,7.77193,18.50105,20.49559,21.78071,21.526329999999998,21.900779999999997,21.61213,21.482429999999997,21.38915,21.488129999999998,976.2905300000001,1027.98499,1060.422,1252.51294,1227.151,1198.44995,1527.401,1504.34302,1226.547,ASR-8112,B2I3N2,N,42.210159999999995,10.552539999999999
4,4/25/2018 7:30:00,7.70515,11.70268,13.329189999999999,10.680719999999999,10.43566,10.11774,7.330139999999999,6.91149,7.14955,19.12821,21.08372,21.68514,22.23135,21.578120000000002,21.81576,21.88533,21.2419,20.88239,1038.02295,896.5637199999999,1057.3360599999999,1062.72302,1093.55103,1040.66797,1184.66003,1146.43994,1115.0059800000001,ASR-8117,B3I3N3,N,43.41774,10.854435
5,4/25/2018 7:30:00,7.722110000000001,10.19917,7.4980199999999995,8.095,7.473730000000001,7.66405,7.594760000000001,6.11229,10.03513,20.787229999999997,21.74622,22.97464,22.55845,22.18411,22.14115,22.06643,21.4794,21.20066,955.7664800000001,896.6881699999999,943.26129,970.3051800000001,929.2227800000001,943.9657,879.72681,948.2724,797.3588900000001,ASR-8120,B4I3N3,S,33.514300000000006,8.378575000000001
6,4/25/2018 7:30:00,7.101039999999999,7.06941,8.288030000000001,7.674410000000001,7.7377199999999995,6.917330000000001,6.23136,6.1761099999999995,7.82425,20.34092,21.953689999999998,22.3442,22.57624,22.56918,21.71733,21.302789999999998,20.89829,21.20601,982.9951199999999,1034.68005,1009.91302,907.51538,878.88397,971.1737099999999,982.7788699999999,1089.49902,1193.7309599999999,ASR-8129,B3I3N2,S,30.132890000000003,7.5332225
7,4/25/2018 10:30:00,5.74425,13.40541,7.13553,7.29697,4.44681,5.05281,3.4523900000000003,4.54021,6.13708,18.92926,20.66271,22.128439999999998,22.56016,22.38361,23.0467,21.55575,21.28683,21.47532,,,,,,,,,,ASR-8130,B3I3N3,S,33.58216,8.39554
8,4/25/2018 8:30:00,8.066089999999999,13.437120000000002,10.58263,10.71725,8.237739999999999,8.37375,6.1942,6.7011899999999995,7.267939999999999,19.66946,20.76578,22.26514,22.66337,22.301779999999997,22.41684,21.55635,21.42618,21.24868,1008.80798,871.44739,975.66791,898.13141,929.33478,912.69281,1018.9199800000001,1088.05701,1042.40198,ASR-8137,B4I3N1,N,42.803090000000005,10.700772500000001
9,4/25/2018 7:30:00,9.663910000000001,10.95474,11.81279,10.001610000000001,9.8028,11.269169999999999,9.91595,6.47018,8.78176,19.72867,20.95277,21.82108,22.398989999999998,22.09836,21.71559,21.16369,21.301,21.0393,997.2266199999999,927.76099,1093.23901,1246.08398,1093.05701,982.2442,980.6778,1132.13696,1018.92297,ASR-8147,B2I3N1,N,42.43305,10.6082625
10,4/25/2018 9:30:00,9.9034,13.468639999999999,9.989989999999999,10.30074,8.71159,9.97899,8.41088,5.686,9.62122,18.57572,20.38335,21.25721,21.56609,21.5735,21.49554,21.91999,21.97704,21.663220000000003,941.37451,878.5307,964.6085800000001,898.8303199999999,875.9776,867.3032199999999,894.7616,953.0676300000001,999.55121,ASR-8154,B2I3N1,S,43.662769999999995,10.915692499999999
11,4/25/2018 10:00:00,6.02716,13.09901,10.91018,9.77104,8.20144,9.72407,8.757760000000001,8.11047,9.63636,18.30262,20.35043,21.98666,22.01699,21.94952,21.842779999999998,21.95753,21.46872,21.69629,1279.85303,929.12048,960.2692300000001,915.1334800000001,886.3161,851.1323199999999,1024.22595,1299.09204,1429.13794,ASR-8156,B2I3N3,S,39.80739,9.9518475
12,4/25/2018 7:30:00,6.80455,7.7838199999999995,11.12842,5.69259,5.620830000000001,6.07239,4.77301,5.4383,7.610360000000001,20.76719,22.30855,23.28463,22.609820000000003,22.3238,22.06798,21.68816,21.41306,21.14247,982.6555199999999,1002.16699,815.23969,935.4544099999999,928.39807,908.94971,837.25458,803.91901,909.67078,ASR-8157,B4I3N1,S,31.40938,7.852345
13,4/25/2018 7:30:00,7.27197,7.376510000000001,9.26651,8.41197,8.45813,5.974019999999999,5.51213,4.33113,6.59713,20.21189,21.315620000000003,22.17744,22.24956,22.02148,21.31498,22.00596,21.33641,21.0073,943.0695199999999,1054.745,1013.63501,1025.54602,946.2395,1022.8289800000001,1149.54602,1280.151,1230.302,ASR-8158,B2I3N3,N,32.32696,8.08174
