,Timestamp (UTC),M(mm)@5cm,M(mm)@15cm,M(mm)@25cm,M(mm)@35cm,M(mm)@45cm,M(mm)@55cm,M(mm)@65cm,M(mm)@75cm,M(mm)@85cm,T(C)@5cm,T(C)@15cm,T(C)@25cm,T(C)@35cm,T(C)@45cm,T(C)@55cm,T(C)@65cm,T(C)@75cm,T(C)@85cm,S(vic)@5cm,S(vic)@15cm,S(vic)@25cm,S(vic)@35cm,S(vic)@45cm,S(vic)@55cm,S(vic)@65cm,S(vic)@75cm,S(vic)@85cm,Radio,Sensor,Field,total,pct
0,4/25/2018 14:00:00,9.49461,7.626519999999999,13.57311,11.52835,7.8166899999999995,8.30795,8.85037,8.88727,11.44818,19.10809,19.859029999999997,20.73023,21.19837,21.152279999999998,21.45896,21.447860000000002,21.35238,21.46303,1051.5059800000001,1191.05396,907.7058099999999,880.84869,1046.88599,1057.9610599999999,1108.172,1243.7979699999999,1170.58398,ASR-8103,B3I3N2,N,50.03928,10.007856
1,4/25/2018 14:00:00,7.78193,14.197479999999999,13.93571,11.45857,9.44714,8.45612,11.06114,8.621780000000001,7.76531,19.34319,19.6628,20.7909,20.788079999999997,21.21312,21.41949,21.1195,21.30303,20.83435,1087.58398,1014.4439699999999,967.3350199999999,831.4221200000001,946.8112199999999,1008.2810099999999,947.2642800000001,1088.19995,1149.8809800000001,ASR-8108,B3I3N1,N,56.82083,11.364166
2,4/25/2018 15:30:00,10.44128,11.97511,14.01704,13.61939,8.23207,8.93183,9.17126,8.17825,7.39665,22.37934,20.08015,19.82524,20.940739999999998,21.45443,21.39878,21.91785,21.46913,21.34925,1018.26501,939.0127,1125.14697,1024.6309800000001,1014.7150300000001,937.70068,966.2363300000001,1088.20105,1146.43103,ASR-8111,B4I3N3,N,58.28489,11.656978
3,4/25/2018 14:30:00,9.1553,8.38163,12.31781,11.96397,18.73938,10.75949,7.53025,7.588010000000001,7.78445,20.07084,20.011879999999998,20.908079999999998,20.91284,21.521079999999998,21.38555,21.32056,21.4533,21.54851,981.64709,1025.82104,1051.86304,1247.30603,1223.68506,1197.47803,1528.14502,1506.67603,1231.0250199999998,ASR-8112,B2I3N2,N,60.55808999999999,12.111617999999998
4,4/25/2018 16:00:00,7.40095,11.39391,13.10086,10.593119999999999,10.400269999999999,10.09445,7.330139999999999,6.91697,7.14955,22.309,20.713,20.33464,21.00445,20.71661,21.43649,21.76168,21.29245,21.00849,1049.78601,898.7135,1043.9809599999999,1054.60901,1089.4699699999999,1037.9809599999999,1183.02795,1148.3690199999999,1115.2979699999999,ASR-8117,B3I3N3,N,52.889109999999995,10.577822
5,4/25/2018 15:30:00,7.42013,9.910969999999999,7.41902,8.02846,7.4473,7.679530000000001,7.634410000000001,6.13525,10.04417,22.82089,20.839129999999997,21.46244,21.25826,21.35397,21.66987,21.88689,21.41602,21.33619,964.6361099999999,896.5712300000001,939.67621,966.72131,926.7077,941.6220099999999,879.15363,948.40271,797.02838,ASR-8120,B4I3N3,S,40.22588,8.045176
6,4/25/2018 15:30:00,6.8063,6.791519999999999,8.06272,7.64606,7.7201,6.90905,6.25174,6.18119,7.81557,22.654,20.94102,20.85951,21.25988,21.905379999999997,21.49259,21.27744,20.95025,21.323629999999998,991.6862199999999,1035.40601,1009.53802,903.1057099999999,877.4763800000001,969.8327,982.72601,1087.7889400000001,1193.48401,ASR-8129,B3I3N2,S,37.0267,7.405339999999999
7,4/25/2018 14:30:00,5.63847,13.297939999999999,7.1211899999999995,7.292160000000001,4.43235,5.05662,3.4523900000000003,4.53581,6.14171,20.61514,20.036379999999998,21.299670000000003,21.809910000000002,21.95756,22.712770000000003,21.55575,21.22964,21.53196,,,,,,,,,,ASR-8130,B3I3N3,S,37.782109999999996,7.556421999999999
8,4/25/2018 16:30:00,7.83847,13.122520000000002,10.469669999999999,10.66821,8.20537,8.35592,6.19186,6.69563,7.2766,25.40162,21.28302,21.18872,21.5656,21.53037,22.006729999999997,21.37397,21.43047,21.27993,1041.75806,867.9608199999999,974.85968,895.539,925.0410199999999,911.8516199999999,1018.17798,1088.8840300000002,1041.22302,ASR-8137,B4I3N1,N,50.30424000000001,10.060848000000002
9,4/25/2018 15:30:00,9.325510000000001,10.63205,11.58339,10.02978,9.81462,11.24741,9.904539999999999,6.48051,8.7951,21.26585,19.69449,20.24859,21.20151,21.28248,21.376360000000002,21.18449,21.35205,21.12779,1004.4119900000001,927.01221,1079.55505,1233.90198,1089.323,981.7067300000001,982.0374099999999,1132.22998,1019.961,ASR-8147,B2I3N1,N,51.38535,10.27707
